,,Cloth3,,,Midd1,,,Midd2,,,Monopoly,
,,Illum3,,,Illum2,,,Illum2,,,Illum2,
bit-rate,CostFilter,SemiGlob,SSMP,CostFilter,SemiGlob,SSMP,CostFilter,SemiGlob,SSMP,CostFilter,SemiGlob,SSMP
1,112.578885,103.203339,110.370381,94.553527,85.243651,64.202294,86.254679,83.926485,80.387574,81.682666,70.20081,51.359315
2,98.178347,74.296004,29.796729,55.266859,68.499437,28.519152,51.979158,65.425943,24.974488,27.57369,50.52704,30.704064
3,34.257112,42.283032,8.81679,40.987558,55.434826,25.546686,35.655553,49.177314,19.313961,23.769654,43.107918,16.232277
4,6.502526,30.113836,7.197761,37.458209,51.517448,22.980219,32.931676,42.974323,21.22817,16.302162,43.132572,13.346078
5,3.326118,25.799945,4.771796,22.225414,43.182844,21.871579,23.078227,36.886544,21.380199,17.035506,39.667625,17.074728
6,2.457788,23.490236,2.912132,21.626994,34.399569,22.370225,17.638702,30.489314,19.802849,19.820481,36.86895,18.878554
7,2.500945,23.243874,3.04085,16.991999,28.019653,17.553191,11.665767,26.883261,14.10764,12.6814,32.66731,10.19418
8,2.42306,23.27069,2.927507,14.491601,27.345477,14.307411,9.776248,26.501767,11.687156,7.557887,31.586003,5.601771
9,2.449192,23.176447,2.851467,13.046421,27.314719,13.28675,9.377867,26.557687,10.708244,6.398827,31.424601,5.151628
10,2.438589,23.432858,2.898858,12.844698,27.243451,13.295698,9.50967,26.388201,10.668264,6.385042,31.441477,5.157455
11,2.418139,23.349226,2.94134,12.825091,27.206604,13.347698,9.577374,26.404773,10.817242,6.374379,31.441335,5.125732
12,2.419171,23.427294,2.932048,12.809954,27.253533,13.239452,9.511572,26.431477,10.909144,6.370229,31.439887,5.132793
13,2.421232,23.417206,2.932481,12.809572,27.242021,13.248041,9.509858,26.40515,10.891008,6.370229,31.439887,5.132793
14,2.421232,23.417206,2.932481,12.809572,27.242021,13.248041,9.509858,26.40699,10.891008,6.370229,31.439887,5.132793
15,2.421232,23.417206,2.932481,12.809572,27.242021,13.248041,9.509858,26.40699,10.891008,6.370229,31.439887,5.132793
